Rank,ASN,AS Name,CC,Users (est.),% of country,% of Internet,Samples
17573,"AS268741","RODRIGO OLIVEIRA DE SOUSA","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2586,0.00,0.0001,365
17574,"AS270642","","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2586,0.00,0.0001,365
17575,"AS265349","LAN SOLUTIONS INFORMATICA LTDA.","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2586,0.00,0.0001,365
17576,"AS269367","PRO TELECOMUNICACOES LTDA","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2586,0.00,0.0001,365
17577,"AS268354","Alpha Conecta Ltda.","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2586,0.00,0.0001,365
17578,"AS271173","","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2586,0.00,0.0001,365
17579,"AS265339","VERDANTE SERVICOS DE TELECOMUNICACOES LTDA","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2586,0.00,0.0001,365
17580,"AS266388","ZAZ NATAL","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2586,0.00,0.0001,365
17581,"AS202914","ADEODC","<a href=\"/cgi-bin/aspop?c=DK\">DK</a>",2585,0.05,0.0001,210
17582,"AS44352","EKRAN-AS","<a href=\"/cgi-bin/aspop?c=UA\">UA</a>",2585,0.01,0.0001,797
17583,"AS4616","HKPOLYU-HK Information Technology Services","<a href=\"/cgi-bin/aspop?c=HK\">HK</a>",2585,0.04,0.0001,854
17584,"AS26375","AIRESPRING","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2583,0.00,0.0001,435
17585,"AS46408","COLUMBUS-COMMUNICATION-SVG","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2583,0.00,0.0001,435
17586,"AS138313","AMBPL-AS-IN Am Broadband Private Limited","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",2582,0.00,0.0001,316
17587,"AS132290","THENET-AS-AP The Net","<a href=\"/cgi-bin/aspop?c=BD\">BD</a>",2581,0.01,0.0001,777
17588,"AS208671","USMF","<a href=\"/cgi-bin/aspop?c=MD\">MD</a>",2580,0.08,0.0001,317
17589,"AS140389","","<a href=\"/cgi-bin/aspop?c=ID\">ID</a>",2580,0.00,0.0001,616
17590,"AS270380","","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2579,0.00,0.0001,364
17591,"AS271126","","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2579,0.00,0.0001,364
17592,"AS37442","ZARNET","<a href=\"/cgi-bin/aspop?c=ZW\">ZW</a>",2579,0.05,0.0001,125
17593,"AS267139","R. DA SILVA PAULA - ME","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2579,0.00,0.0001,364
17594,"AS51388","MARSATAS-LT-AS","<a href=\"/cgi-bin/aspop?c=LT\">LT</a>",2579,0.11,0.0001,654
17595,"AS9486","KMITL-AP King Mongkut's Institute of Technology Ladkrabang","<a href=\"/cgi-bin/aspop?c=TH\">TH</a>",2579,0.01,0.0001,318
17596,"AS269373","GIOVANA REGINA RIBAS","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2579,0.00,0.0001,364
17597,"AS269630","Jose Carlos Santana Junior-ME","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2579,0.00,0.0001,364
17598,"AS269158","SPEED TELECOM","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2579,0.00,0.0001,364
17599,"AS36007","KAMATERA","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2577,0.00,0.0001,434
17600,"AS136999","SKYLINK-AS-AP SkyLink Broadband Internet","<a href=\"/cgi-bin/aspop?c=BD\">BD</a>",2577,0.01,0.0001,776
17601,"AS2705","BJCHE-1","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2577,0.00,0.0001,434
17602,"AS397086","LAYER-HOST-HOUSTON","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2577,0.00,0.0001,434
17603,"AS2495","KANREN","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2577,0.00,0.0001,434
17604,"AS16321","AICONET-AS","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2576,0.00,0.0001,390
17605,"AS59482","ALIANS-MEDIA-AS","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2576,0.00,0.0001,390
17606,"AS11342","PATHWAY","<a href=\"/cgi-bin/aspop?c=CA\">CA</a>",2576,0.01,0.0001,245
17607,"AS24321","OCENET-AS-AP OCE Sdn Bhd ISP","<a href=\"/cgi-bin/aspop?c=MY\">MY</a>",2576,0.01,0.0001,564
17608,"AS42676","SMARTKOM ======Uplinks======","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2576,0.00,0.0001,390
17609,"AS64433","RSAS","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2576,0.00,0.0001,390
17610,"AS135792","SYSWALL-AS Syswall Telecom Pvt. Ltd.","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",2574,0.00,0.0001,315
17611,"AS209854","SURFSHARK","<a href=\"/cgi-bin/aspop?c=KR\">KR</a>",2574,0.01,0.0001,376
17612,"AS264911","POWERNET TELECOM","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2572,0.00,0.0001,363
17613,"AS262522","CITYDATA TELECOM LTDA.","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2572,0.00,0.0001,363
17614,"AS37322","GVA-CONGO","<a href=\"/cgi-bin/aspop?c=CG\">CG</a>",2572,0.48,0.0001,193
17615,"AS270703","","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2572,0.00,0.0001,363
17616,"AS268065","ROBSON LIMA DE SOUZA & CIA LTDA","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2572,0.00,0.0001,363
17617,"AS141071","","<a href=\"/cgi-bin/aspop?c=ID\">ID</a>",2572,0.00,0.0001,614
17618,"AS4711","INTEC INTEC Inc.","<a href=\"/cgi-bin/aspop?c=JP\">JP</a>",2571,0.00,0.0001,212
17619,"AS22226","SFUSD","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2571,0.00,0.0001,433
17620,"AS63436","GREATLAKESCOMMUNICATION","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2571,0.00,0.0001,433
17621,"AS31264","STIM-COMPUTING-AS Peering: peering@telecomputing.no","<a href=\"/cgi-bin/aspop?c=NO\">NO</a>",2571,0.05,0.0001,231
17622,"AS17115","THEWIREINT","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2571,0.00,0.0001,433
17623,"AS202844","AIRSIP_TELECOMUNICACIONES_ASN","<a href=\"/cgi-bin/aspop?c=ES\">ES</a>",2570,0.01,0.0001,398
17624,"AS207294","","<a href=\"/cgi-bin/aspop?c=ES\">ES</a>",2570,0.01,0.0001,398
17625,"AS24395","CLEAR-AS-AP Clear Networks Pty Ltd","<a href=\"/cgi-bin/aspop?c=AU\">AU</a>",2570,0.01,0.0001,181
17626,"AS17766","GCOMM-AS-AP GCOMM Pty Ltd","<a href=\"/cgi-bin/aspop?c=AU\">AU</a>",2570,0.01,0.0001,181
17627,"AS196640","ASPIDER","<a href=\"/cgi-bin/aspop?c=IE\">IE</a>",2568,0.06,0.0001,437
17628,"AS60781","LEASEWEB-NL-AMS-01 Netherlands","<a href=\"/cgi-bin/aspop?c=SE\">SE</a>",2567,0.02,0.0001,184
17629,"AS268188","ROBSON LIMA DA SILVA PROVEDOR DE INTERNET LTDA","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2565,0.00,0.0001,362
17630,"AS49319","KARLO-ONLINE-AS","<a href=\"/cgi-bin/aspop?c=UA\">UA</a>",2565,0.01,0.0001,791
17631,"AS271142","","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2565,0.00,0.0001,362
17632,"AS269431","ARFIBER PROVEDOR LTDA","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2565,0.00,0.0001,362
17633,"AS265955","C. H MALUZA E CIALTDA ME","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2565,0.00,0.0001,362
17634,"AS51769","ELWICO","<a href=\"/cgi-bin/aspop?c=PL\">PL</a>",2565,0.01,0.0001,443
17635,"AS62802","MST-JCMAIN","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2565,0.00,0.0001,432
17636,"AS132135","HMCL-NET-IN Hero MotoCorp Ltd","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",2565,0.00,0.0001,314
17637,"AS21992","SSHA-ONE-ASN","<a href=\"/cgi-bin/aspop?c=CA\">CA</a>",2565,0.01,0.0001,244
17638,"AS48109","CIO-AS","<a href=\"/cgi-bin/aspop?c=BH\">BH</a>",2564,0.15,0.0001,362
17639,"AS197967","TELE-KOM-AS","<a href=\"/cgi-bin/aspop?c=UA\">UA</a>",2562,0.01,0.0001,790
17640,"AS55636","TPLC-KH TPLC Holding Ltd.","<a href=\"/cgi-bin/aspop?c=KH\">KH</a>",2560,0.04,0.0001,301
17641,"AS198835","KOLNET","<a href=\"/cgi-bin/aspop?c=PL\">PL</a>",2560,0.01,0.0001,442
17642,"AS197025","LLS-AS","<a href=\"/cgi-bin/aspop?c=PL\">PL</a>",2560,0.01,0.0001,442
17643,"AS197162","NEO-TRIX","<a href=\"/cgi-bin/aspop?c=PL\">PL</a>",2560,0.01,0.0001,442
17644,"AS263691","KUATRO COMUNICACIONES","<a href=\"/cgi-bin/aspop?c=CO\">CO</a>",2559,0.01,0.0001,500
17645,"AS40773","FRANTIC-LLC","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2559,0.00,0.0001,431
17646,"AS29843","FIVEA-AS1","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2559,0.00,0.0001,431
17647,"AS197112","JACSANET","<a href=\"/cgi-bin/aspop?c=HU\">HU</a>",2559,0.03,0.0001,683
17648,"AS7063","LESTE FLU SERVICOS DE TELECOM LTDA","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2558,0.00,0.0001,361
17649,"AS266149","BDC Telecom","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2558,0.00,0.0001,361
17650,"AS266918","NCB TELECOMUNICACOES EIRELI EPP","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2558,0.00,0.0001,361
17651,"AS52752","Vegas Telecom Informatica Ltda.","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2558,0.00,0.0001,361
17652,"AS132779","RACKBANK-AS RackBank Datacenters Private Ltd","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",2557,0.00,0.0001,313
17653,"AS132787","MNSPL-IN Helios IT Infrasolutions Pvt Ltd","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",2557,0.00,0.0001,313
17654,"AS135811","SPEEDCOM-AS Speedcom Internet Services Pvt Ltd","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",2557,0.00,0.0001,313
17655,"AS45158","TASMANET-AS-AP Tasmanet Pty Ltd","<a href=\"/cgi-bin/aspop?c=AU\">AU</a>",2555,0.01,0.0001,180
17656,"AS8851","EDGE t/a GCI Com","<a href=\"/cgi-bin/aspop?c=GB\">GB</a>",2555,0.00,0.0001,235
17657,"AS210314","ITC-EU","<a href=\"/cgi-bin/aspop?c=GB\">GB</a>",2555,0.00,0.0001,235
17658,"AS46320","BLU","<a href=\"/cgi-bin/aspop?c=CA\">CA</a>",2555,0.01,0.0001,243
17659,"AS138961","PCTN-AS-AP Paradise Cable Television Network","<a href=\"/cgi-bin/aspop?c=PH\">PH</a>",2554,0.00,0.0001,275
17660,"AS133043","ESL-AS-AP Enhanced Solutions Ltd","<a href=\"/cgi-bin/aspop?c=NZ\">NZ</a>",2553,0.06,0.0001,178
17661,"AS46502","SYNCWAVE-499","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2553,0.00,0.0001,430
17662,"AS55322","NPC-AS-VN North Power Company","<a href=\"/cgi-bin/aspop?c=VN\">VN</a>",2552,0.00,0.0001,388
17663,"AS203537","ANTISATELECOM","<a href=\"/cgi-bin/aspop?c=ES\">ES</a>",2551,0.01,0.0001,395
17664,"AS203103","ZEMNET-AS","<a href=\"/cgi-bin/aspop?c=SK\">SK</a>",2551,0.06,0.0001,487
17665,"AS268911","ESMILENE GOIS FRANCA - ME","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2551,0.00,0.0001,360
17666,"AS264946","PLANETA TURBO WI FI COMUNICACOES LTDA","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2551,0.00,0.0001,360
17667,"AS262507","Global Osi Brasil Telecomunicacoes e Conectividade","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2551,0.00,0.0001,360
17668,"AS132653","B-LINK-AS-ID PT Transdata Sejahtera","<a href=\"/cgi-bin/aspop?c=ID\">ID</a>",2551,0.00,0.0001,609
17669,"AS269028","L 2 COMERCIO E SERVICOS DE INFORMATICA LTDA ME","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2551,0.00,0.0001,360
17670,"AS270616","","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2551,0.00,0.0001,360
17671,"AS270318","E. DE J. DE M. OLIVEIRA COMERCIO E SERVICOS ME","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2551,0.00,0.0001,360
17672,"AS269573","F. S. Cometti","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2551,0.00,0.0001,360
17673,"AS38765","ESDM-AS-ID Departemen Energi dan Sumber Daya Mineral","<a href=\"/cgi-bin/aspop?c=ID\">ID</a>",2551,0.00,0.0001,609
17674,"AS135224","ETN-AS EASY TELNET SERVICES PVT. LTD.","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",2549,0.00,0.0001,312
17675,"AS134260","ZERONE-AS-IN ZERONE Networks pvt ltd","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",2549,0.00,0.0001,312
17676,"AS21226","RU-KPTUS","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2549,0.00,0.0001,386
17677,"AS207054","DBNETWORK-AS","<a href=\"/cgi-bin/aspop?c=IT\">IT</a>",2548,0.01,0.0001,516
17678,"AS42261","TECHMEDIA-AS","<a href=\"/cgi-bin/aspop?c=PL\">PL</a>",2548,0.01,0.0001,440
17679,"AS64280","PALO-ALTO-NETWORKS","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2547,0.00,0.0001,429
17680,"AS207461","LIQUIDIO","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2547,0.00,0.0001,429
17681,"AS12183","TALKIE-COMMUNICATIONS","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2547,0.00,0.0001,429
17682,"AS28053","ONEMAX S.A.","<a href=\"/cgi-bin/aspop?c=DO\">DO</a>",2546,0.03,0.0001,641
17683,"AS263781","REDES Y TECNOLOGIA S.A.","<a href=\"/cgi-bin/aspop?c=GT\">GT</a>",2546,0.03,0.0001,274
17684,"AS12443","RCC-RIGA","<a href=\"/cgi-bin/aspop?c=LV\">LV</a>",2545,0.16,0.0001,558
17685,"AS271046","","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2544,0.00,0.0001,359
17686,"AS268549","A. G. BRAGA E CIA LTDA","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2544,0.00,0.0001,359
17687,"AS267021","Bruno Luiz de Moura - ME","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2544,0.00,0.0001,359
17688,"AS271276","","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2544,0.00,0.0001,359
17689,"AS11993","BANCO DO BRASIL S.A.","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2544,0.00,0.0001,359
17690,"AS42473","AS-ANEXIA ANEXIA Internetdienstleistungs GmbH","<a href=\"/cgi-bin/aspop?c=AR\">AR</a>",2543,0.01,0.0001,584
17691,"AS8678","ANKARA-NET","<a href=\"/cgi-bin/aspop?c=TR\">TR</a>",2542,0.00,0.0001,797
17692,"AS42159","DELTAHOST-AS","<a href=\"/cgi-bin/aspop?c=UA\">UA</a>",2542,0.01,0.0001,784
17693,"AS16954","TRT-NET","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2541,0.00,0.0001,428
17694,"AS40311","VIASAT-3","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2541,0.00,0.0001,428
17695,"AS48514","CSB","<a href=\"/cgi-bin/aspop?c=SE\">SE</a>",2539,0.02,0.0001,182
17696,"AS56186","DIGINET-NZ Digital Island Ltd","<a href=\"/cgi-bin/aspop?c=NZ\">NZ</a>",2538,0.06,0.0001,177
17697,"AS271272","","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2537,0.00,0.0001,358
17698,"AS270896","","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2537,0.00,0.0001,358
17699,"AS268436","STARCAMP SERVICOS EM TELECOMUNICACOES EIRELI - EPP","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2537,0.00,0.0001,358
17700,"AS262584","Rede interativa de Comercio Informatica e Comunica","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2537,0.00,0.0001,358
17701,"AS271241","","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2537,0.00,0.0001,358
17702,"AS271175","","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2537,0.00,0.0001,358
17703,"AS268630","F2 FIBRA TELECOM EIRELI ME","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2537,0.00,0.0001,358
17704,"AS269555","F P Farias Informatica Eireli","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2537,0.00,0.0001,358
17705,"AS43106","NEVACOM-AS","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2536,0.00,0.0001,384
17706,"AS29443","MEGATC-AS","<a href=\"/cgi-bin/aspop?c=UA\">UA</a>",2536,0.01,0.0001,782
17707,"AS3203","ASVIDEOKANAL","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2536,0.00,0.0001,384
17708,"AS17143","WINNTELECOM","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2535,0.00,0.0001,427
17709,"AS13429","MUSC","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2535,0.00,0.0001,427
17710,"AS56797","Reserved (ripencc)","<a href=\"/cgi-bin/aspop?c=UA\">UA</a>",2533,0.01,0.0001,781
17711,"AS200994","CLUB-AS-001","<a href=\"/cgi-bin/aspop?c=GB\">GB</a>",2533,0.00,0.0001,233
17712,"AS31727","NODE4-AS","<a href=\"/cgi-bin/aspop?c=GB\">GB</a>",2533,0.00,0.0001,233
17713,"AS271817","","<a href=\"/cgi-bin/aspop?c=CL\">CL</a>",2531,0.02,0.0001,341
17714,"AS57643","AIRCITY-NET","<a href=\"/cgi-bin/aspop?c=PL\">PL</a>",2531,0.01,0.0001,437
17715,"AS268984","RSV TELECOMUNICACOES LTDA - ME","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2530,0.00,0.0001,357
17716,"AS49956","INNENERGIE","<a href=\"/cgi-bin/aspop?c=DE\">DE</a>",2530,0.00,0.0001,202
17717,"AS269112","OPEN NET FIBRA PROVEDOR DE INTERNET EIRELI","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2530,0.00,0.0001,357
17718,"AS270335","Topnet Telecomunicacoes Eireli - Me","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2530,0.00,0.0001,357
17719,"AS268578","Conectafiber Telecom","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2530,0.00,0.0001,357
17720,"AS269173","tecnet telecom","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2530,0.00,0.0001,357
17721,"AS268690","SOS WIFI PROVEDORES LTDA ME","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2530,0.00,0.0001,357
17722,"AS25341","LINIYA-AS","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2529,0.00,0.0001,383
17723,"AS8280","SYNAPSECOM-AS AS NUMBER OF SYNAPSECOM","<a href=\"/cgi-bin/aspop?c=GR\">GR</a>",2529,0.03,0.0001,1208
17724,"AS42187","REGIT-AS","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2529,0.00,0.0001,383
17725,"AS136493","ENTCL-AS-AP Earth Network Technology (HongKong) Co., Limited","<a href=\"/cgi-bin/aspop?c=HK\">HK</a>",2528,0.04,0.0001,835
17726,"AS133965","NNSPL-AS Nexgtech Net Solutions Pvt Ltd","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",2525,0.00,0.0001,309
17727,"AS267250","CARLOS HENRIQUE PAIVA DE ASSIS 08958282606 - ME","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2523,0.00,0.0001,356
17728,"AS264201","FERNANDES INFORNET","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2523,0.00,0.0001,356
17729,"AS57795","NGNETWORKS","<a href=\"/cgi-bin/aspop?c=NL\">NL</a>",2523,0.02,0.0001,276
17730,"AS1742","HARVARD-UNIV","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2523,0.00,0.0001,425
17731,"AS265324","holnet internet provider","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2523,0.00,0.0001,356
17732,"AS263921","PCNET Telecom","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2523,0.00,0.0001,356
17733,"AS268236","e. de Omena","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2523,0.00,0.0001,356
17734,"AS262833","Porto Mixcom Comunicacao e Informatica Ltda","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2523,0.00,0.0001,356
17735,"AS198089","IPVN-AS01","<a href=\"/cgi-bin/aspop?c=NL\">NL</a>",2523,0.02,0.0001,276
17736,"AS263501","INFORTECLINE TELECOM","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2523,0.00,0.0001,356
17737,"AS27192","COLI-NET","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2523,0.00,0.0001,425
17738,"AS201624","HOMETELECOM-AS","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2523,0.00,0.0001,382
17739,"AS26871","EPSB-1","<a href=\"/cgi-bin/aspop?c=CA\">CA</a>",2523,0.01,0.0001,240
17740,"AS50317","ADOPT-AS","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2523,0.00,0.0001,382
17741,"AS16169","ASREMINI","<a href=\"/cgi-bin/aspop?c=LB\">LB</a>",2523,0.05,0.0001,1021
17742,"AS25094","CTIE","<a href=\"/cgi-bin/aspop?c=LU\">LU</a>",2522,0.41,0.0001,286
17743,"AS132468","SATSOL-NET-SB SATSOL LIMITED","<a href=\"/cgi-bin/aspop?c=SB\">SB</a>",2520,2.73,0.0001,146
17744,"AS38676","FLEXNET-AS-KR flexnetworks","<a href=\"/cgi-bin/aspop?c=KR\">KR</a>",2519,0.01,0.0001,368
17745,"AS204667","BENINTELECOM","<a href=\"/cgi-bin/aspop?c=ES\">ES</a>",2518,0.01,0.0001,390
17746,"AS206481","AIR-AMG-AS","<a href=\"/cgi-bin/aspop?c=ES\">ES</a>",2518,0.01,0.0001,390
17747,"AS11178","ACCESSPLUS-COMMUNICATIONS","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2517,0.00,0.0001,424
17748,"AS25601","FOWLERVILLE","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2517,0.00,0.0001,424
17749,"AS394740","CONSOLIDATED-ELECTRIC-COOPERATIVE","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2517,0.00,0.0001,424
17750,"AS135766","WANDOOR-AS Wandoor Multiventures Pvt Ltd","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",2516,0.00,0.0001,308
17751,"AS59731","LIFELINK-AS","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2516,0.00,0.0001,381
17752,"AS132524","TIFR-AS Tata Institute of Fundamental Research","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",2516,0.00,0.0001,308
17753,"AS269336","JECONIAS ARAUJO SILVA - EPP","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2515,0.00,0.0001,355
17754,"AS15256","Itau Unibanco S.A.","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2515,0.00,0.0001,355
17755,"AS271056","","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2515,0.00,0.0001,355
17756,"AS268574","Speed Net Comunicacoes Ltda","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2515,0.00,0.0001,355
17757,"AS269690","VILACONECTA SOLUCOES EM TECNOLOGIA LTDA","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2515,0.00,0.0001,355
17758,"AS201116","VYBEZEKNET","<a href=\"/cgi-bin/aspop?c=CZ\">CZ</a>",2514,0.03,0.0001,351
17759,"AS56472","AMPERSAND-AS","<a href=\"/cgi-bin/aspop?c=IT\">IT</a>",2514,0.01,0.0001,509
17760,"AS57890","POTEL-AS","<a href=\"/cgi-bin/aspop?c=PL\">PL</a>",2513,0.01,0.0001,434
17761,"AS266845","Silicomlan S.A.","<a href=\"/cgi-bin/aspop?c=AR\">AR</a>",2512,0.01,0.0001,577
17762,"AS23582","DOOSAN-AS-KR Doosan Corporation Digital Innovation","<a href=\"/cgi-bin/aspop?c=KR\">KR</a>",2512,0.00,0.0001,367
17763,"AS267687","ARIAS BALAGUER MARCOS EMMANUEL (MAREA)","<a href=\"/cgi-bin/aspop?c=AR\">AR</a>",2512,0.01,0.0001,577
17764,"AS3424","HFMT","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2511,0.00,0.0001,423
17765,"AS26975","TEXAS-HEALTH-RESOURCES","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2511,0.00,0.0001,423
17766,"AS44975","BLIZCO-AS","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2510,0.00,0.0001,380
17767,"AS51836","ASNEMIYA","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2510,0.00,0.0001,380
17768,"AS206424","ENLIDER-NET","<a href=\"/cgi-bin/aspop?c=UA\">UA</a>",2510,0.01,0.0001,774
17769,"AS43350","NFORCE","<a href=\"/cgi-bin/aspop?c=EE\">EE</a>",2509,0.21,0.0001,371
17770,"AS137671","APITEC-AS-IN ITE&C DEPARTMENT, GOVERNMENT OF A.P.","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",2508,0.00,0.0001,307
17771,"AS264910","Alife LTDA.","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2508,0.00,0.0001,354
17772,"AS271277","","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2508,0.00,0.0001,354
17773,"AS270286","HIGOR DA SILVA SANTOS","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2508,0.00,0.0001,354
17774,"AS138529","DATANET-AS-AP DATANET WIFI","<a href=\"/cgi-bin/aspop?c=BT\">BT</a>",2506,0.58,0.0001,478
17775,"AS29736","DWS-ORL","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2506,0.00,0.0001,422
17776,"AS131","UCSB-NET-AS","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2506,0.00,0.0001,422
17777,"AS136040","MPSCL-AS-AP Mitr Phol Sugar Corp., Ltd.","<a href=\"/cgi-bin/aspop?c=TH\">TH</a>",2506,0.01,0.0001,309
17778,"AS205042","FELKATEC","<a href=\"/cgi-bin/aspop?c=DE\">DE</a>",2505,0.00,0.0001,200
17779,"AS203724","MCAFEE-ENG-PDB","<a href=\"/cgi-bin/aspop?c=DE\">DE</a>",2505,0.00,0.0001,200
17780,"AS204062","ETELECOM","<a href=\"/cgi-bin/aspop?c=ES\">ES</a>",2505,0.01,0.0001,388
